,sign,freq,city,format,state,geometry
8867,KSBK,100.30000000000017,"Blanca, CO",Country,CO,
8868,KSBL,101.70000000000019,"Carpinteria, CA",Adult Contemporary,CA,
8869,KSBR,88.5,"Mission Viejo, CA",Adult Album Alternative,CA,
8870,KSBS,92.10000000000005,"Pago Pago, AS",Variety,AS,
8871,KSBU,92.70000000000006,"Delta, LA",Urban Contemporary,LA,
8872,KSBV,93.70000000000007,"Salida, CO",Classic Rock,CO,
8873,KSBZ,103.10000000000021,"Sitka, AK",Hot AC,AK,
8874,KSCA,101.90000000000019,"Glendale, CA",Regional Mexican,CA,
8875,KSCB,107.50000000000027,"Liberal, KS",Hot AC,KS,
8876,KSCG,92.90000000000006,"Campbell, TX",Religious,TX,
8877,KSCH,95.9000000000001,"Sulphur Springs, TX",Country,TX,
8878,KSCK,100.50000000000017,"Sterling City, TX",Classic Country,TX,
8879,KSCL,91.30000000000004,"Shreveport, LA",College,LA,
8880,KSCM,94.30000000000008,"Scammon Bay, AK",Religious,AK,
8881,KSCN,96.90000000000012,"Pittsburg, TX",Country,TX,
8882,KSCQ,92.90000000000006,"Silver City, NM",Hot AC,NM,
8883,KSCR,93.50000000000007,"Benson, MN",Variety,MN,
8884,KSCS,96.30000000000011,"Fort Worth, TX",Country,TX,
8885,KSCU,103.30000000000021,"Santa Clara, CA",College,CA,
8886,KSCV,90.10000000000002,"Springfield, MO",Religious,MO,
8887,KSCW,103.10000000000021,"Sun City West, AZ",Oldies,AZ,
8888,KSCY,106.90000000000026,"Four Corners, MT",Country,MT,
8889,KSD,93.70000000000007,"Saint Louis, MO",Country,MO,
8890,KSDA,91.90000000000005,"Agat, GU",Religious,GU,
8891,KSDB,91.90000000000005,"Manhattan, KS",College,KS,
8892,KSDC,94.90000000000009,"Centralia, MO",Religious,MO,
8893,KSDH,100.10000000000016,"Great Bend, KS",Religious,KS,
8894,KSDJ,90.70000000000003,"Brookings, SD",Alternative,SD,
8895,KSDL,92.30000000000005,"Sedalia, MO",Adult Contemporary,MO,
8896,KSDM,104.10000000000022,"International Falls, MN",Country,MN,
8897,KSDN,94.10000000000008,"Aberdeen, SD",Rock,SD,
8898,KSDQ,88.7,"Moberly, MO",Religious,MO,
8899,KSDR,92.90000000000006,"Watertown, SD",Country,SD,
8900,KSDS,88.3,"San Diego, CA",Jazz,CA,
8901,KSDW,88.9,"Temecula, CA",Religious,CA,
8902,KSDZ,95.5000000000001,"Gordon, NE",Country,NE,
8903,KSEA,107.90000000000028,"Greenfield, CA",Regional Mexican,CA,
8904,KSEC,95.7000000000001,"Bentonville, AR",Regional Mexican,AR,
8905,KSED,107.50000000000027,"Sedona, AZ",Country,AZ,
8906,KSEF,88.9,"Sainte Genevieve, MO",Public Radio,MO,
8907,KSEG,96.90000000000012,"Sacramento, CA",Classic Rock,CA,
8908,KSEH,94.50000000000009,"Brawley, CA",Spanish Hits,CA,
8909,KSEJ,106.50000000000026,"Victoria, TX",Christian Contemporary,TX,
8910,KSEK,99.10000000000015,"Girard, KS",Sports,KS,
8911,KSEL,105.90000000000025,"Portales, NM",Country,NM,
8912,KSEM,106.30000000000025,"Seminole, TX",Country,TX,
8913,KSEP,99.90000000000016,"Brookings, OR",Religious,OR,
8914,KSEQ,97.10000000000012,"Visalia, CA",Top-40,CA,
8915,KSER,90.70000000000003,"Everett, WA",Variety,WA,
8916,KSES,107.10000000000026,"Seaside, CA",Spanish Hits,CA,
8917,KSEZ,97.90000000000013,"Sioux City, IA",Rock,IA,
8918,KSFC,91.90000000000005,"Spokane, WA",Public Radio,WA,
8919,KSFE,96.70000000000012,"Grants, NM",Classic Hits,NM,
8920,KSFI,100.30000000000017,"Salt Lake City, UT",Adult Contemporary,UT,
8921,KSFM,102.5000000000002,"Woodland, CA",Hip-Hop,CA,
8922,KSFP,102.5000000000002,"San Francisco, CA",Variety,CA,
8923,KSFR,101.10000000000018,"White Rock, NM",Public Radio,NM,
8924,KSFS,90.10000000000002,"Sioux Falls, SD",Christian Contemporary,SD,
8925,KSFT,107.10000000000026,"South Sioux City, NE",Top-40,NE,
8926,KSGC,100.50000000000017,"Garden City, KS",Religious,KS,
8927,KSGF,104.10000000000022,"Ash Grove, MO",News/Talk,MO,
8928,KSGG,104.70000000000023,"Soledad, CA",Spanish Hits,CA,
8929,KSGN,89.70000000000002,"Riverside, CA",Christian Contemporary,CA,
8930,KSGR,91.10000000000004,"Portland, TX",Religious,TX,
8931,KSGS,99.90000000000016,"Rio Grande City, TX",Religious,TX,
8932,KSGU,89.90000000000002,"Saint George, UT",Religious,UT,
8933,KSGV,95.5000000000001,"Seagoville, TX",Variety,TX,
8934,KSGZ,98.70000000000014,"Greenfield, CA",Regional Mexican,CA,
8935,KSHA,104.30000000000022,"Redding, CA",Adult Contemporary,CA,
8936,KSHD,94.30000000000008,"Shady Cove, OR",Variety,OR,
8937,KSHE,94.70000000000009,"Crestwood, MO",Classic Rock,MO,
8938,KSHF,96.70000000000012,"Espanola, NM",Religious,NM,
8939,KSHI,90.90000000000003,"Zuni, NM",Native American,NM,
8940,KSHK,103.10000000000021,"Hanamaulu, HI",Classic Rock,HI,
8941,KSHL,97.50000000000013,"Lincoln Beach, OR",Country,OR,
8942,KSHM,91.30000000000004,"Show Low, AZ",Religious,AZ,
8943,KSHQ,100.70000000000017,"Deerfield, MO",Sports,MO,
8944,KSHR,97.30000000000013,"Coquille, OR",Country,OR,
8945,KSHU,90.50000000000003,"Huntsville, TX",College,TX,
8946,KSHW,88.3,"Glidden, IA",Unknown Format,IA,
8947,KSIB,101.30000000000018,"Creston, IA",Country,IA,
8948,KSID,98.70000000000014,"Sidney, NE",Country,NE,
8949,KSIF,91.70000000000005,"Wellington, TX",Religious,TX,
8950,KSII,93.10000000000007,"El Paso, TX",Hot AC,TX,
8951,KSIK,95.3000000000001,"Greeley, CO",Regional Mexican,CO,
8952,KSIL,107.10000000000026,"Rincon, NM",Spanish Hits,NM,
8953,KSIQ,99.50000000000016,"Saint Louis, MO",Gospel Music,MO,
8954,KSIT,99.70000000000016,"Rock Springs, WY",Adult Hits,WY,
8955,KSIV,91.50000000000004,"Saint Louis, MO",Religious,MO,
8956,KSJC,92.50000000000006,"Silverton, CO",Variety,CO,
8957,KSJD,91.50000000000004,"Cortez, CO",Public Radio,CO,
8958,KSJE,90.90000000000003,"Farmington, NM",Classical,NM,
8959,KSJG,105.50000000000024,"Lewistown, MT",Religious,MT,
8960,KSJH,102.3000000000002,"Hart, TX",Religious,TX,
8961,KSJI,91.10000000000004,"Saint Joseph, MO",Christian Contemporary,MO,
8962,KSJJ,102.9000000000002,"Redmond, OR",Country,OR,
8963,KSJN,99.50000000000016,"Minneapolis, MN",Classical,MN,
8964,KSJO,92.30000000000005,"San Jose, CA",Asian,CA,
8965,KSJP,88.9,"Ipswich, SD",Religious,SD,
8966,KSJQ,92.70000000000006,"Savannah, MO",Country,MO,
8967,KSJR,90.10000000000002,"Collegeville, MN",Classical,MN,
8968,KSJS,90.50000000000003,"San Jose, CA",College,CA,
8969,KSJT,107.50000000000027,"San Angelo, TX",Regional Mexican,TX,
8970,KSJV,91.50000000000004,"Fresno, CA",Spanish,CA,
8971,KSJY,89.90000000000002,"Saint Martinville, LA",Religious,LA,
8972,KSJZ,93.30000000000007,"Jamestown, ND",Hot AC,ND,
8973,KSKA,91.10000000000004,"Anchorage, AK",Public Radio,AK,
8974,KSKB,99.10000000000015,"Brooklyn, IA",Religious,IA,
8975,KSKC,89.50000000000001,"Crooked Creek, AK",Public Radio,AK,
8976,KSKE,101.70000000000019,"Eagle, CO",Country,CO,
8977,KSKF,90.90000000000003,"Klamath Falls, OR",Public Radio,OR,
8978,KSKG,99.90000000000016,"Salina, KS",Country,KS,
8979,KSKI,94.50000000000009,"Sun Valley, ID",Alternative,ID,
8980,KSKL,94.50000000000009,"Scott City, KS",Adult Contemporary,KS,
8981,KSKO,89.50000000000001,"McGrath, AK",Public Radio,AK,
8982,KSKP,89.50000000000001,"Sleetmute, AK",Public Radio,AK,
8983,KSKQ,89.50000000000001,"Ashland, OR",Variety,OR,
8984,KSKR,100.90000000000018,"Sutherlin, OR",Top-40,OR,
8985,KSKS,93.70000000000007,"Fresno, CA",Country,CA,
8986,KSKU,94.70000000000009,"Sterling, KS",Top-40,KS,
8987,KSKZ,98.10000000000014,"Copeland, KS",Top-40,KS,
8988,KSL,102.7000000000002,"Midvale, UT",News/Talk,UT,
8989,KSLC,90.30000000000003,"McMinnville, OR",Classical,OR,
8990,KSLE,104.70000000000023,"Wewoka, OK",Classic Hits,OK,
8991,KSLG,93.10000000000007,"Arcata, CA",Alternative,CA,
8992,KSLK,101.70000000000019,"Selawik, AK",Religious,AK,
8993,KSLN,95.9000000000001,"Sullivan, MO",Religious,MO,
8994,KSLO,105.30000000000024,"Simmesport, LA",Americana,LA,
8995,KSLP,90.30000000000003,"Fort Pierre, SD",Christian Contemporary,SD,
8996,KSLQ,104.50000000000023,"Washington, MO",Hot AC,MO,
8997,KSLS,90.70000000000003,"Dickinson, ND",Christian Contemporary,ND,
8998,KSLT,107.10000000000026,"Spearfish, SD",Christian Contemporary,SD,
8999,KSLU,90.90000000000003,"Hammond, LA",Adult Album Alternative,LA,
9000,KSLV,96.50000000000011,"Del Norte, CO",Classic Rock,CO,
9001,KSLX,100.70000000000017,"Scottsdale, AZ",Classic Rock,AZ,
9002,KSLY,96.10000000000011,"San Luis Obispo, CA",Christian Contemporary,CA,
9003,KSLZ,107.70000000000027,"Saint Louis, MO",Top-40,MO,
9004,KSMA,98.70000000000014,"Osage, IA",Country,IA,
9005,KSMB,94.50000000000009,"Lafayette, LA",Top-40,LA,
9006,KSMC,89.50000000000001,"Moraga, CA",College,CA,
9007,KSME,96.10000000000011,"Greeley, CO",Top-40,CO,
9008,KSMF,89.10000000000001,"Ashland, OR",Public Radio,OR,
9009,KSMG,105.30000000000024,"Seguin, TX",Hot AC,TX,
9010,KSMJ,100.90000000000018,"Edmond, OK",Religious,OK,
9011,KSMK,98.30000000000014,"Saint Marys, KS",Religious,KS,
9012,KSML,101.90000000000019,"Huntington, TX",Regional Mexican,TX,
9013,KSMM,101.50000000000018,"Liberal, KS",Regional Mexican,KS,
9014,KSMR,92.50000000000006,"Winona, MN",Religious,MN,
9015,KSMS,90.50000000000003,"Point Lookout, MO",Public Radio,MO,
9016,KSMT,102.1000000000002,"Breckenridge, CO",Adult Album Alternative,CO,
9017,KSMU,91.10000000000004,"Springfield, MO",Public Radio,MO,
9018,KSMW,90.30000000000003,"West Plains, MO",Public Radio,MO,
9019,KSMX,107.50000000000027,"Clovis, NM",Hot AC,NM,
9020,KSMY,106.70000000000026,"Lompoc, CA",Spanish Hits,CA,
9021,KSMZ,101.90000000000019,"Missoula, MT",Religious,MT,
9022,KSNA,100.70000000000017,"Idaho Falls, ID",Hot AC,ID,
9023,KSNB,91.50000000000004,"Norton, KS",Religious,KS,
9024,KSND,95.1000000000001,"Monmouth, OR",Regional Mexican,OR,
9025,KSNE,106.50000000000026,"Las Vegas, NV",Adult Contemporary,NV,
9026,KSNH,88.5,"Snowflake, AZ",Religious,AZ,
9027,KSNI,102.5000000000002,"Santa Maria, CA",Country,CA,
9028,KSNJ,91.70000000000005,"McNary, AZ",Unknown Format,AZ,
9029,KSNM,98.70000000000014,"Truth or Consequence, NM",Classic Rock,NM,
9030,KSNN,103.70000000000022,"Ridgway, CO",Top-40,CO,
9031,KSNO,103.90000000000022,"Snowmass Village, CO",Oldies,CO,
9032,KSNP,97.70000000000013,"Burlington, KS",Classic Rock,KS,
9033,KSNQ,98.30000000000014,"Twin Falls, ID",Classic Rock,ID,
9034,KSNR,100.30000000000017,"Fisher, MN",Country,MN,
9035,KSNS,91.50000000000004,"Medicine Lodge, KS",Christian Contemporary,KS,
9036,KSNX,105.50000000000024,"Heber, AZ",Classic Hits,AZ,
9037,KSNY,101.50000000000018,"Snyder, TX",Country,TX,
9038,KSNZ,92.90000000000006,"Shamrock, TX",Classic Country,TX,
9039,KSOA,90.50000000000003,"South Dos Palos, CA",Unknown Format,CA,
9040,KSOC,94.50000000000009,"Tipton, OK",Religious,OK,
9041,KSOF,98.90000000000015,"Dinuba, CA",Adult Contemporary,CA,
9042,KSOG,104.30000000000022,"Alice, TX",Religious,TX,
9043,KSOH,89.50000000000001,"Wapato, WA",Religious,WA,
9044,KSOI,91.90000000000005,"Murray, IA",Variety,IA,
9045,KSOK,95.9000000000001,"Winfield, KS",Adult Hits,KS,
9046,KSOL,98.90000000000015,"San Francisco, CA",Regional Mexican,CA,
9047,KSOM,96.50000000000011,"Audubon, IA",Country,IA,
9048,KSON,103.70000000000022,"San Diego, CA",Country,CA,
9049,KSOO,99.10000000000015,"Lennox, SD",Country,SD,
9050,KSOP,104.30000000000022,"Salt Lake City, UT",Country,UT,
9051,KSOR,90.10000000000002,"Ashland, OR",Classical,OR,
9052,KSOS,90.50000000000003,"Las Vegas, NV",Christian Contemporary,NV,
9053,KSOU,93.90000000000008,"Sioux Center, IA",Adult Contemporary,IA,
9054,KSOW,106.70000000000026,"Cottage Grove, OR",Variety,OR,
9055,KSOZ,96.50000000000011,"Salem, MO",Religious,MO,
9056,KSPB,91.90000000000005,"Pebble Beach, CA",Variety,CA,
9057,KSPC,88.7,"Claremont, CA",College,CA,
9058,KSPE,94.50000000000009,"Ellwood, CA",Regional Mexican,CA,
9059,KSPF,98.70000000000014,"Dallas, TX",Classic Hits,TX,
9060,KSPH,92.90000000000006,"Springhill, LA",Religious,LA,
9061,KSPI,93.70000000000007,"Stillwater, OK",Top-40,OK,
9062,KSPK,102.3000000000002,"Walsenburg, CO",Country,CO,
9063,KSPL,90.90000000000003,"Kalispell, MT",Religious,MT,
9064,KSPN,103.10000000000021,"Aspen, CO",Adult Album Alternative,CO,
9065,KSPO,106.50000000000026,"Dishman, WA",Religious,WA,
9066,KSPP,89.10000000000001,"Rhinelander, WI",Religious,WI,
9067,KSPQ,93.90000000000008,"West Plains, MO",Classic Rock,MO,
9068,KSPW,96.50000000000011,"Sparta, MO",Top-40,MO,
9069,KSQD,90.70000000000003,"Santa Cruz, CA",Variety,CA,
9070,KSQL,99.10000000000015,"Santa Cruz, CA",Regional Mexican,CA,
9071,KSQM,91.50000000000004,"Sequim, WA",Variety,WA,
9072,KSQQ,96.10000000000011,"Morgan Hill, CA",Ethnic,CA,
9073,KSQR,91.30000000000004,"Questa, NM",Public Radio,NM,
9074,KSQS,91.70000000000005,"Ririe, ID",Christian Contemporary,ID,
9075,KSQT,89.70000000000002,"Prunedale, CA",Variety,CA,
9076,KSQX,89.10000000000001,"Springtown, TX",Religious,TX,
9077,KSQY,95.1000000000001,"Deadwood, SD",Rock,SD,
9078,KSRA,92.70000000000006,"Salmon, ID",Country,ID,
9079,KSRB,100.30000000000017,"Corpus Christi, TX",Religious,TX,
9080,KSRC,101.50000000000018,"Watkins, CO",Christian Contemporary,CO,
9081,KSRD,91.90000000000005,"Saint Joseph, MO",Christian Contemporary,MO,
9082,KSRF,95.9000000000001,"Poipu, HI",Caribbean,HI,
9083,KSRG,88.3,"Ashland, OR",Classical,OR,
9084,KSRI,90.70000000000003,"Sterling, CO",Christian Contemporary,CO,
9085,KSRN,107.70000000000027,"Kings Beach, CA",Regional Mexican,CA,
9086,KSRP,89.10000000000001,"Dodge City, KS",Religious,KS,
9087,KSRQ,90.10000000000002,"Thief River Falls, MN",College,MN,
9088,KSRR,94.30000000000008,"Makawao, HI",Adult Contemporary,HI,
9089,KSRS,91.50000000000004,"Roseburg, OR",Classical,OR,
9090,KSRT,107.10000000000026,"Cloverdale, CA",Regional Mexican,CA,
9091,KSRV,96.10000000000011,"Ontario, OR",Adult Hits,OR,
9092,KSRW,92.50000000000006,"Independence, CA",Classic Rock,CA,
9093,KSRX,97.50000000000013,"Sterling, CO",Adult Hits,CO,
9094,KSRY,103.10000000000021,"Tehachapi, CA",Alternative,CA,
9095,KSRZ,104.50000000000023,"Omaha, NE",Adult Contemporary,NE,
9096,KSSA,105.90000000000025,"Ingalls, KS",Regional Mexican,KS,
9097,KSSB,96.30000000000011,"Calipatria, CA",Regional Mexican,CA,
9098,KSSC,107.10000000000026,"Ventura, CA",Spanish Hits,CA,
9099,KSSD,107.10000000000026,"Fallbrook, CA",Spanish Hits,CA,
9100,KSSE,107.10000000000026,"Arcadia, CA",Spanish Hits,CA,
9101,KSSH,91.70000000000005,"Shubert, NE",Religious,NE,
9102,KSSI,102.1000000000002,"China Lake, CA",Rock,CA,
9103,KSSK,92.30000000000005,"Waipahu, HI",Adult Contemporary,HI,
9104,KSSL,107.30000000000027,"Post, TX",Classic Country,TX,
9105,KSSM,103.10000000000021,"Copperas Cove, TX",Urban Contemporary,TX,
9106,KSSN,95.7000000000001,"Little Rock, AR",Country,AR,
9107,KSSO,89.30000000000001,"Norman, OK",Religious,OK,
9108,KSSQ,102.3000000000002,"Siloam Springs, AR",Religious,AR,
9109,KSSR,95.9000000000001,"Santa Rosa, NM",Variety,NM,
9110,KSSS,101.50000000000018,"Bismarck, ND",Rock,ND,
9111,KSSU,91.90000000000005,"Durant, OK",Top-40,OK,
9112,KSSW,96.90000000000012,"Nashville, AR",Religious,AR,
9113,KSSX,95.7000000000001,"Carlsbad, CA",Hip-Hop,CA,
9114,KSSZ,93.90000000000008,"Fayette, MO",Talk,MO,
9115,KSTG,101.50000000000018,"Lodi, CA",Religious,CA,
9116,KSTH,92.30000000000005,"Holyoke, CO",Adult Contemporary,CO,
9117,KSTI,102.1000000000002,"Port Angeles, WA",Country,WA,
9118,KSTJ,91.30000000000004,"Hartford, SD",Religious,SD,
9119,KSTK,101.70000000000019,"Wrangell, AK",Public Radio,AK,
9120,KSTM,88.9,"Indianola, IA",College,IA,
9121,KSTO,95.5000000000001,"Agana, GU",Adult Contemporary,GU,
9122,KSTP,94.50000000000009,"Saint Paul, MN",Hot AC,MN,
9123,KSTQ,93.50000000000007,"Stuart, OK",Country,OK,
9124,KSTR,96.10000000000011,"Montrose, CO",Classic Rock,CO,
9125,KSTT,104.50000000000023,"Atascadero, CA",Adult Contemporary,CA,
9126,KSTV,93.10000000000007,"Dublin, TX",Country,TX,
9127,KSTX,89.10000000000001,"San Antonio, TX",Public Radio,TX,
9128,KSTZ,102.5000000000002,"Des Moines, IA",Hot AC,IA,
9129,KSUA,91.50000000000004,"Fairbanks, AK",College,AK,
9130,KSUG,101.90000000000019,"Heber Springs, AR",Classic Hits,AR,
9131,KSUI,91.70000000000005,"Iowa City, IA",Classical,IA,
9132,KSUP,106.30000000000025,"Juneau, AK",Hot AC,AK,
9133,KSUR,90.10000000000002,"Big Sur, CA",Unknown Format,CA,
9134,KSUT,91.30000000000004,"Ignacio, CO",Native American,CO,
9135,KSUU,91.10000000000004,"Cedar City, UT",College,UT,
9136,KSUV,91.50000000000004,"Talkeetna, AK",Religious,AK,
9137,KSUW,91.30000000000004,"Sheridan, WY",Public Radio,WY,
9138,KSUX,105.70000000000024,"Winnebago, NE",Country,NE,
9139,KSVB,94.10000000000008,"Big Bear City, CA",Variety,CA,
9140,KSVG,103.50000000000021,"Bakersfield, CA",Variety,CA,
9141,KSVL,92.30000000000005,"Smith, NV",News/Talk,NV,
9142,KSVM,103.90000000000022,"Walla Walla, WA",Religious,WA,
9143,KSVQ,89.30000000000001,"Gambell, AK",Religious,AK,
9144,KSVR,91.70000000000005,"Mount Vernon, WA",Variety,WA,
9145,KSVU,90.10000000000002,"Hamilton, WA",Variety,WA,
9146,KSVY,91.30000000000004,"Sonoma, CA",Variety,CA,
9147,KSWC,94.70000000000009,"Winfield, KS",Top-40,KS,
9148,KSWD,94.10000000000008,"Seattle, WA",Hot AC,WA,
9149,KSWF,100.50000000000017,"Aurora, MO",Country,MO,
9150,KSWG,96.30000000000011,"Wickenburg, AZ",Classic Country,AZ,
9151,KSWI,95.7000000000001,"Atlantic, IA",Classic Hits,IA,
9152,KSWJ,90.90000000000003,"Alexandria, MN",Religious,MN,
9153,KSWN,93.90000000000008,"McCook, NE",Top-40,NE,
9154,KSWP,90.90000000000003,"Lufkin, TX",Christian Contemporary,TX,
9155,KSWS,88.9,"Chehalis, WA",Public Radio,WA,
9156,KSWW,102.1000000000002,"Ocean Shores, WA",Adult Contemporary,WA,
9157,KSWZ,105.30000000000024,"Saint George, KS",Religious,KS,
9158,KSXA,104.70000000000023,"Santa Ana, CA",Spanish,CA,
9159,KSXM,105.50000000000024,"Salem, OR",Variety,OR,
9160,KSXY,100.90000000000018,"Forestville, CA",Spanish Hits,CA,
9161,KSYC,103.90000000000022,"Yreka, CA",Public Radio,CA,
9162,KSYD,92.10000000000005,"Reedsport, OR",Adult Album Alternative,OR,
9163,KSYF,107.50000000000027,"Olathe, CO",Religious,CO,
9164,KSYM,90.10000000000002,"San Antonio, TX",College,TX,
9165,KSYN,92.50000000000006,"Joplin, MO",Top-40,MO,
9166,KSYU,98.10000000000014,"Saint Marys, AK",Public Radio,AK,
9167,KSYV,96.70000000000012,"Solvang, CA",Public Radio,CA,
9168,KSYZ,107.70000000000027,"Grand Island, NE",Adult Hits,NE,
9169,KSZN,101.50000000000018,"Flagstaff, AZ",Variety,AZ,
9170,KSZR,97.50000000000013,"Oro Valley, AZ",Classic Hip-Hop,AZ,
9171,KSZX,105.50000000000024,"Santa Anna, TX",Country,TX,
9172,KTAA,90.70000000000003,"Big Sandy, TX",Religious,TX,
9173,KTAC,93.90000000000008,"Ephrata, WA",Religious,WA,
9174,KTAD,89.90000000000002,"Sterling, CO",Christian Contemporary,CO,
9175,KTAG,97.90000000000013,"Cody, WY",Hot AC,WY,
9176,KTAH,101.90000000000019,"Tacoma, WA",Variety,WA,
9177,KTAI,91.10000000000004,"Kingsville, TX",College,TX,
9178,KTAK,93.90000000000008,"Riverton, WY",Country,WY,
9179,KTAL,98.10000000000014,"Texarkana, TX",Classic Rock,TX,
9180,KTAO,101.90000000000019,"Taos, NM",Adult Album Alternative,NM,
9181,KTAQ,97.70000000000013,"Sandpoint, ID",Religious,ID,
9182,KTAR,92.30000000000005,"Glendale, AZ",News/Talk,AZ,
9183,KTAW,89.30000000000001,"Walsenburg, CO",Christian Contemporary,CO,
9184,KTBB,97.50000000000013,"Troup, TX",News/Talk,TX,
9185,KTBG,90.90000000000003,"Warrensburg, MO",Adult Album Alternative,MO,
9186,KTBJ,89.30000000000001,"Festus, MO",Religious,MO,
9187,KTBP,89.10000000000001,"Poplar, MT",College,MT,
9188,KTBQ,107.70000000000027,"Nacogdoches, TX",Classic Rock,TX,
9189,KTBT,92.10000000000005,"Broken Arrow, OK",Top-40,OK,
9190,KTBX,98.10000000000014,"Tubac, AZ",Classic Rock,AZ,
9191,KTBZ,94.50000000000009,"Houston, TX",Alternative,TX,
9192,KTCB,89.50000000000001,"Tillamook, OR",Public Radio,OR,
9193,KTCC,91.90000000000005,"Colby, KS",College,KS,
9194,KTCE,92.10000000000005,"Payson, UT",Smooth Jazz,UT,
9195,KTCF,89.50000000000001,"Dolores, CO",Christian Contemporary,CO,
9196,KTCG,104.10000000000022,"Sanger, TX",Asian,TX,
9197,KTCH,104.90000000000023,"Emerson, NE",Country,NE,
9198,KTCK,96.70000000000012,"Flower Mound, TX",Sports,TX,
9199,KTCL,93.30000000000007,"Wheat Ridge, CO",Alternative,CO,
9200,KTCM,97.30000000000013,"Madison, MO",Christian Contemporary,MO,
9201,KTCN,88.3,"Acton, CA",Religious,CA,
9202,KTCO,98.90000000000015,"Duluth, MN",Country,MN,
9203,KTCS,99.90000000000016,"Fort Smith, AR",Country,AR,
9204,KTCU,88.7,"Fort Worth, TX",College,TX,
9205,KTCV,88.1,"Kennewick, WA",Alternative,WA,
9206,KTCX,102.5000000000002,"Beaumont, TX",Urban Contemporary,TX,
9207,KTCY,105.30000000000024,"Menard, TX",Country,TX,
9208,KTCZ,97.10000000000012,"Minneapolis, MN",Hot AC,MN,
9209,KTDA,91.70000000000005,"Dalhart, TX",Religious,TX,
9210,KTDB,89.70000000000002,"Ramah, NM",Native American,NM,
9211,KTDC,105.30000000000024,"Muscatine, IA",Religious,IA,
9212,KTDD,104.90000000000023,"Eatonville, WA",Religious,WA,
9213,KTDE,100.50000000000017,"Gualala, CA",Variety,CA,
9214,KTDH,89.30000000000001,"Dalhart, TX",Public Radio,TX,
9215,KTDL,90.70000000000003,"Trinidad, CO",Christian Contemporary,CO,
9216,KTDR,96.30000000000011,"Del Rio, TX",Hot AC,TX,
9217,KTDT,99.10000000000015,"Tucson, AZ",Adult Album Alternative,AZ,
9218,KTDV,91.90000000000005,"State Center, IA",Christian Contemporary,IA,
9219,KTDX,89.30000000000001,"Laramie, WY",Christian Contemporary,WY,
9220,KTDY,99.90000000000016,"Lafayette, LA",Adult Contemporary,LA,
9221,KTDZ,103.90000000000022,"College, AK",Adult Hits,AK,
9222,KTEA,103.50000000000021,"Cambria, CA",Oldies,CA,
9223,KTEC,89.50000000000001,"Klamath Falls, OR",College,OR,
9224,KTED,100.50000000000017,"Evansville, WY",Rock,WY,
9225,KTEE,94.90000000000009,"North Bend, OR",Adult Album Alternative,OR,
9226,KTEG,104.10000000000022,"Santa Fe, NM",Alternative,NM,
9227,KTEH,98.90000000000015,"Los Molinos, CA",Religious,CA,
9228,KTEP,88.5,"El Paso, TX",Public Radio,TX,
9229,KTER,88.9,"Houma, LA",Religious,LA,
9230,KTEX,100.30000000000017,"Mercedes, TX",Country,TX,
9231,KTEZ,99.90000000000016,"Zwolle, LA",Adult Contemporary,LA,
9232,KTFB,89.30000000000001,"Waco, TX",Unknown Format,TX,
9233,KTFC,103.30000000000021,"Sioux City, IA",Religious,IA,
9234,KTFG,102.9000000000002,"Sioux Rapids, IA",Religious,IA,
9235,KTFJ,104.70000000000023,"Burlington, WA",Religious,WA,
9236,KTFL,90.50000000000003,"Kettle Falls, WA",Public Radio,WA,
9237,KTFM,94.10000000000008,"Floresville, TX",Sports,TX,
9238,KTFR,100.50000000000017,"Chelsea, OK",Spanish Hits,OK,
9239,KTFS,107.10000000000026,"Texarkana, AR",News/Talk,AR,
9240,KTFW,92.10000000000005,"Glen Rose, TX",Classic Country,TX,
9241,KTFX,101.70000000000019,"Warner, OK",Country,OK,
9242,KTFY,88.1,"Buhl, ID",Christian Contemporary,ID,
9243,KTFZ,88.1,"Thompson Falls, MT",Public Radio,MT,
9244,KTGA,99.30000000000015,"Saratoga, WY",Classic Rock,WY,
9245,KTGC,101.30000000000018,"Saint Regis, MT",Grade School (K-12),MT,
9246,KTGH,90.10000000000002,"Bowdon, ND",Unknown Format,ND,
9247,KTGL,92.90000000000006,"Beatrice, NE",Classic Rock,NE,
9248,KTGP,91.50000000000004,"Susanville, CA",Unknown Format,CA,
9249,KTGR,100.50000000000017,"Fulton, MO",Sports,MO,
9250,KTGS,88.3,"Tishomingo, OK",Gospel Music,OK,
9251,KTGT,88.3,"Thief River Falls, MN",Religious,MN,
9252,KTGV,106.30000000000025,"Oracle, AZ",Rhythmic Oldies,AZ,
9253,KTGW,91.70000000000005,"Fruitland, NM",Religious,NM,
9254,KTGX,106.10000000000025,"Owasso, OK",Country,OK,
9255,KTGY,107.90000000000028,"Nipomo, CA",Variety,CA,
9256,KTHC,95.1000000000001,"Sidney, MT",Hot AC,MT,
9257,KTHE,88.7,"Thermopolis, WY",Adult Album Alternative,WY,
9258,KTHF,89.90000000000002,"Hammon, OK",Christian Contemporary,OK,
9259,KTHI,107.10000000000026,"Caldwell, ID",Classic Country,ID,
9260,KTHK,105.50000000000024,"Idaho Falls, ID",Country,ID,
9261,KTHL,89.30000000000001,"Altus, OK",Christian Contemporary,OK,
9262,KTHM,94.10000000000008,"Waynoka, OK",Christian Contemporary,OK,
