,sign,freq,city,format,state,geometry
9263,KTHN,88.3,"Texarkana, TX",Urban Contemporary,TX,
9264,KTHO,88.1,"Dewey-Humboldt, AZ",Religious,AZ,
9265,KTHP,103.90000000000022,"Hemphill, TX",Classic Country,TX,
9266,KTHQ,92.50000000000006,"Eagar, AZ",Country,AZ,
9267,KTHR,107.30000000000027,"Wichita, KS",Alternative,KS,
9268,KTHS,107.10000000000026,"Berryville, AR",Country,AR,
9269,KTHU,100.70000000000017,"Corning, CA",Classic Rock,CA,
9270,KTHX,94.50000000000009,"Sun Valley, NV",Regional Mexican,NV,
9271,KTIC,107.90000000000028,"West Point, NE",Country,NE,
9272,KTIG,102.7000000000002,"Pequot Lakes, MN",Religious,MN,
9273,KTIJ,106.90000000000026,"Elk City, OK",Top-40,OK,
9274,KTIL,95.9000000000001,"Bay City, OR",Country,OR,
9275,KTIM,89.10000000000001,"Ellinger, TX",Variety,TX,
9276,KTIS,98.50000000000014,"Minneapolis, MN",Christian Contemporary,MN,
9277,KTJC,91.10000000000004,"Kelso, WA",Religious,WA,
9278,KTJJ,98.50000000000014,"Farmington, MO",Country,MO,
9279,KTJK,106.30000000000025,"Abilene, TX",Adult Hits,TX,
9280,KTJM,98.50000000000014,"Port Arthur, TX",Regional Mexican,TX,
9281,KTJN,101.10000000000018,"Gold Beach, OR",Religious,OR,
9282,KTJO,98.50000000000014,"Rule, TX",Adult Hits,TX,
9283,KTJT,103.10000000000021,"Davenport, IA",Religious,IA,
9284,KTJZ,97.50000000000013,"Tallulah, LA",Urban Contemporary,LA,
9285,KTKB,101.90000000000019,"Agana, GU",Asian,GU,
9286,KTKE,101.50000000000018,"Truckee, CA",Adult Album Alternative,CA,
9287,KTKF,89.50000000000001,"Tok, AK",Native American,AK,
9288,KTKL,88.5,"Stigler, OK",Christian Contemporary,OK,
9289,KTKO,105.70000000000024,"Beeville, TX",Country,TX,
9290,KTKS,95.1000000000001,"Versailles, MO",Country,MO,
9291,KTKU,105.10000000000024,"Juneau, AK",Country,AK,
9292,KTKX,106.70000000000026,"Terrell Hills, TX",Classic Rock,TX,
9293,KTLB,105.90000000000025,"Twin Lakes, IA",Oldies,IA,
9294,KTLC,89.10000000000001,"Canon City, CO",Christian Contemporary,CO,
9295,KTLF,90.50000000000003,"Colorado Springs, CO",Christian Contemporary,CO,
9296,KTLG,88.5,"Terlingua, TX",Unknown Format,TX,
9297,KTLH,107.90000000000028,"Hallsville, TX",Regional Mexican,TX,
9298,KTLI,99.10000000000015,"El Dorado, KS",Christian Contemporary,KS,
9299,KTLK,104.90000000000023,"Columbia, IL",Talk,IL,
9300,KTLL,95.7000000000001,"Terrell, TX",Spanish Christian,TX,
9301,KTLN,90.50000000000003,"Thibodaux, LA",Classical,LA,
9302,KTLO,97.90000000000013,"Mountain Home, AR",Nostalgia,AR,
9303,KTLS,106.50000000000026,"Holdenville, OK",Classic Rock,OK,
9304,KTLT,98.10000000000014,"Anson, TX",Rock,TX,
9305,KTLU,91.70000000000005,"Merrill, OR",Spanish,OR,
9306,KTLW,88.9,"Lancaster, CA",Christian Contemporary,CA,
9307,KTLX,91.30000000000004,"Columbus, NE",Religious,NE,
9308,KTLZ,89.90000000000002,"Cuero, TX",Spanish Christian,TX,
9309,KTMB,102.1000000000002,"Anchorage, AK",Classic Hits,AK,
9310,KTMC,105.10000000000024,"McAlester, OK",Classic Rock,OK,
9311,KTME,89.50000000000001,"Reliance, WY",Christian Contemporary,WY,
9312,KTMG,99.10000000000015,"Prescott, AZ",Adult Contemporary,AZ,
9313,KTMH,89.90000000000002,"Montrose, CO",Christian Contemporary,CO,
9314,KTMK,91.10000000000004,"Tillamook, OR",Public Radio,OR,
9315,KTML,91.90000000000005,"South Fork, CO",Christian Contemporary,CO,
9316,KTMN,97.90000000000013,"Cloudcroft, NM",Classic Rock,NM,
9317,KTMO,106.50000000000026,"New Madrid, MO",Country,MO,
9318,KTMQ,103.30000000000021,"Temecula, CA",Rock,CA,
9319,KTMT,93.70000000000007,"Medford, OR",Christian Contemporary,OR,
9320,KTMU,88.7,"Muenster, TX",Gospel Music,TX,
9321,KTMV,91.90000000000005,"Mountain Village, AK",Unknown Format,AK,
9322,KTMX,104.90000000000023,"York, NE",Country,NE,
9323,KTMY,107.10000000000026,"Coon Rapids, MN",Talk,MN,
9324,KTNA,88.9,"Talkeetna, AK",Public Radio,AK,
9325,KTND,93.50000000000007,"Aspen, CO",Classic Hits,CO,
9326,KTNE,91.10000000000004,"Alliance, NE",Public Radio,NE,
9327,KTNG,97.30000000000013,"Connerville, OK",Native American,OK,
9328,KTNH,107.30000000000027,"Walla Walla, WA",Religious,WA,
9329,KTNN,101.50000000000018,"Tohatchi, NM",Native American,NM,
9330,KTNT,102.5000000000002,"Eufaula, OK",Country,OK,
9331,KTNU,94.70000000000009,"Tonasket, WA",Christian Contemporary,WA,
9332,KTNX,103.90000000000022,"Arcadia, MO",Classic Rock,MO,
9333,KTOC,104.90000000000023,"Jonesboro, LA",Religious,LA,
9334,KTOG,91.90000000000005,"Togiak, AK",Public Radio,AK,
9335,KTOH,99.90000000000016,"Kalaheo, HI",Country,HI,
9336,KTOL,90.90000000000003,"Leadville, CO",Christian Contemporary,CO,
9337,KTOM,92.70000000000006,"Marina, CA",Country,CA,
9338,KTOO,104.30000000000022,"Juneau, AK",Public Radio,AK,
9339,KTOP,102.9000000000002,"Saint Marys, KS",Country,KS,
9340,KTOR,99.70000000000016,"Gerber, CA",Regional Mexican,CA,
9341,KTOT,89.50000000000001,"Spearman, TX",Public Radio,TX,
9342,KTOY,104.70000000000023,"Texarkana, AR",Urban Contemporary,AR,
9343,KTOZ,95.5000000000001,"Pleasant Hope, MO",Hot AC,MO,
9344,KTPB,98.10000000000014,"Altheimer, AR",Classic Country,AR,
9345,KTPC,99.10000000000015,"Venice, CA",Variety,CA,
9346,KTPD,89.30000000000001,"Del Rio, TX",Public Radio,TX,
9347,KTPF,91.30000000000004,"Salida, CO",Christian Contemporary,CO,
9348,KTPG,99.30000000000015,"Paragould, AR",Hot AC,AR,
9349,KTPH,91.70000000000005,"Tonopah, NV",Public Radio,NV,
9350,KTPI,97.70000000000013,"Mojave, CA",Country,CA,
9351,KTPJ,105.90000000000025,"Pueblo, CO",Religious,CO,
9352,KTPK,106.90000000000026,"Topeka, KS",Classic Country,KS,
9353,KTPL,88.3,"Pueblo, CO",Christian Contemporary,CO,
9354,KTPO,106.70000000000026,"Kootenai, ID",Adult Album Alternative,ID,
9355,KTPR,89.90000000000002,"Stanton, TX",Public Radio,TX,
9356,KTPS,89.70000000000002,"Pagosa Springs, CO",Christian Contemporary,CO,
9357,KTPZ,92.70000000000006,"Hazelton, ID",Top-40,ID,
9358,KTQA,95.3000000000001,"Tacoma, WA",Variety,WA,
9359,KTQM,99.90000000000016,"Clovis, NM",Adult Contemporary,NM,
9360,KTQQ,88.1,"Elko, NV",Religious,NV,
9361,KTQR,88.7,"Forks, WA",Unknown Format,WA,
9362,KTQX,90.10000000000002,"Bakersfield, CA",Spanish,CA,
9363,KTQZ,97.30000000000013,"Toquerville, UT",Variety,UT,
9364,KTRA,102.1000000000002,"Farmington, NM",Country,NM,
9365,KTRF,94.10000000000008,"Red Lake Falls, MN",Adult Hits,MN,
9366,KTRG,94.10000000000008,"Hooks, TX",Sports,TX,
9367,KTRI,93.50000000000007,"Royal City, WA",Country,WA,
9368,KTRJ,93.70000000000007,"Winthrop, WA",Variety,WA,
9369,KTRL,90.50000000000003,"Stephenville, TX",Public Radio,TX,
9370,KTRM,88.7,"Kirksville, MO",College,MO,
9371,KTRN,104.50000000000023,"White Hall, AR",Adult Contemporary,AR,
9372,KTRO,99.90000000000016,"Espanola, NM",Religious,NM,
9373,KTRQ,102.3000000000002,"Colt, AR",Oldies,AR,
9374,KTRR,102.5000000000002,"Loveland, CO",Classic Hits,CO,
9375,KTRS,104.70000000000023,"Casper, WY",Top-40,WY,
9376,KTRT,97.50000000000013,"Winthrop, WA",Americana,WA,
9377,KTRU,91.90000000000005,"La Harpe, KS",Christian Contemporary,KS,
9378,KTRX,92.70000000000006,"Dickson, OK",Top-40,OK,
9379,KTRZ,105.50000000000024,"Taos, NM",Classic Rock,NM,
9380,KTSC,89.50000000000001,"Pueblo, CO",College,CO,
9381,KTSD,91.10000000000004,"Reliance, SD",Public Radio,SD,
9382,KTSE,97.10000000000012,"Patterson, CA",Spanish Hits,CA,
9383,KTSG,91.70000000000005,"Steamboat Springs, CO",Christian Contemporary,CO,
9384,KTSL,101.90000000000019,"Medical Lake, WA",Christian Contemporary,WA,
9385,KTSM,99.90000000000016,"El Paso, TX",Adult Contemporary,TX,
9386,KTSN,88.9,"Blowout, TX",Adult Album Alternative,TX,
9387,KTSO,100.90000000000018,"Sapulpa, OK",Oldies,OK,
9388,KTSR,92.10000000000005,"De Quincy, LA",Urban Contemporary,LA,
9389,KTST,101.90000000000019,"Oklahoma City, OK",Country,OK,
9390,KTSU,90.90000000000003,"Houston, TX",Jazz,TX,
9391,KTSW,89.90000000000002,"San Marcos, TX",College,TX,
9392,KTSY,89.50000000000001,"Caldwell, ID",Christian Contemporary,ID,
9393,KTTF,95.3000000000001,"Tomball, TX",Variety,TX,
9394,KTTG,96.30000000000011,"Mena, AR",Sports,AR,
9395,KTTI,95.1000000000001,"Yuma, AZ",Country,AZ,
9396,KTTK,90.70000000000003,"Lebanon, MO",Gospel Music,MO,
9397,KTTN,92.30000000000005,"Trenton, MO",Classic Country,MO,
9398,KTTR,99.70000000000016,"Saint James, MO",News/Talk,MO,
9399,KTTS,94.70000000000009,"Springfield, MO",Country,MO,
9400,KTTU,97.30000000000013,"New Deal, TX",Sports,TX,
9401,KTTX,106.10000000000025,"Brenham, TX",Country,TX,
9402,KTTY,105.10000000000024,"New Boston, TX",Country,TX,
9403,KTTZ,89.10000000000001,"Lubbock, TX",Public Radio,TX,
9404,KTUA,88.1,"Coweta, OK",Christian Contemporary,OK,
9405,KTUF,93.70000000000007,"Kirksville, MO",Country,MO,
9406,KTUG,105.10000000000024,"Hudson, WY",Adult Hits,WY,
9407,KTUH,90.10000000000002,"Honolulu, HI",College,HI,
9408,KTUI,102.1000000000002,"Sullivan, MO",Country,MO,
9409,KTUM,107.10000000000026,"Tatum, NM",Hot AC,NM,
9410,KTUN,94.50000000000009,"New Castle, CO",Spanish Hits,CO,
9411,KTUP,98.30000000000014,"Dallas, OR",Spanish,OR,
9412,KTUT,98.90000000000015,"Crowell, TX",Religious,TX,
9413,KTUX,98.90000000000015,"Carthage, TX",Classic Rock,TX,
9414,KTUY,101.70000000000019,"Togiak, AK",Unknown Format,AK,
9415,KTUZ,106.70000000000026,"Okarche, OK",Regional Mexican,OK,
9416,KTVR,90.30000000000003,"La Grande, OR",Public Radio,OR,
9417,KTWA,92.70000000000006,"Ottumwa, IA",Adult Contemporary,IA,
9418,KTWB,92.50000000000006,"Sioux Falls, SD",Country,SD,
9419,KTWD,103.50000000000021,"Wallace, ID",Religious,ID,
9420,KTWF,95.5000000000001,"Scotland, TX",Classic Hits,TX,
9421,KTWH,99.50000000000016,"Two Harbors, MN",Variety,MN,
9422,KTWI,94.30000000000008,"Liberal, KS",Christian Contemporary,KS,
9423,KTWJ,90.90000000000003,"Moffit - Lincoln, ND",Religious,ND,
9424,KTWL,105.30000000000024,"Hempstead, TX",Country,TX,
9425,KTWP,91.10000000000004,"Twisp, WA",Public Radio,WA,
9426,KTWS,98.30000000000014,"Bend, OR",Rock,OR,
9427,KTWV,94.70000000000009,"Los Angeles, CA",Urban Contemporary,CA,
9428,KTWY,97.10000000000012,"Shoshoni, WY",Adult Album Alternative,WY,
9429,KTXB,89.70000000000002,"Beaumont, TX",Religious,TX,
9430,KTXG,90.50000000000003,"Greenville, TX",Religious,TX,
9431,KTXI,90.10000000000002,"Ingram, TX",Public Radio,TX,
9432,KTXJ,102.7000000000002,"Jasper, TX",Gospel Music,TX,
9433,KTXK,91.50000000000004,"Texarkana, TX",Public Radio,TX,
9434,KTXM,99.90000000000016,"Hallettsville, TX",Country,TX,
9435,KTXN,98.70000000000014,"Victoria, TX",Adult Hits,TX,
9436,KTXO,94.70000000000009,"Goldsmith, TX",Regional Mexican,TX,
9437,KTXP,91.50000000000004,"Bushland, TX",Public Radio,TX,
9438,KTXR,98.70000000000014,"Springfield, MO",Adult Contemporary,MO,
9439,KTXT,88.1,"Lubbock, TX",College,TX,
9440,KTXX,104.90000000000023,"Bee Cave, TX",Regional Mexican,TX,
9441,KTXY,106.90000000000026,"Jefferson City, MO",Top-40,MO,
9442,KTYC,88.5,"Nashville, AR",Classic Hits,AR,
9443,KTYD,99.90000000000016,"Santa Barbara, CA",Classic Rock,CA,
9444,KTYG,106.70000000000026,"Centralia, WA",Religious,WA,
9445,KTYK,100.70000000000017,"Overton, TX",Public Radio,TX,
9446,KTYL,93.10000000000007,"Tyler, TX",Hot AC,TX,
9447,KTYU,99.10000000000015,"Tanana, AK",Public Radio,AK,
9448,KTYV,105.70000000000024,"Steamboat Springs, CO",Sports,CO,
9449,KTZA,92.90000000000006,"Artesia, NM",Country,NM,
9450,KTZE,101.30000000000018,"Kountze, TX",Religious,TX,
9451,KTZU,94.90000000000009,"Velva, ND",Classic Rock,ND,
9452,KTZZ,93.70000000000007,"Black Eagle, MT",Classic Rock,MT,
9453,KUAA,99.90000000000016,"Salt Lake City, UT",Ethnic,UT,
9454,KUAC,89.90000000000002,"Fairbanks, AK",Public Radio,AK,
9455,KUAD,99.10000000000015,"Windsor, CO",Country,CO,
9456,KUAF,91.30000000000004,"Fayetteville, AR",Public Radio,AR,
9457,KUAK,102.5000000000002,"Bismarck, ND",Variety,ND,
9458,KUAL,103.50000000000021,"Brainerd, MN",Oldies,MN,
9459,KUAM,93.90000000000008,"Agana, GU",Adult Contemporary,GU,
9460,KUAO,88.7,"North Ogden, UT",Christian Contemporary,UT,
9461,KUAP,89.70000000000002,"Pine Bluff, AR",Urban Contemporary,AR,
9462,KUAR,89.10000000000001,"Little Rock, AR",Public Radio,AR,
9463,KUAS,88.9,"Sierra Vista, AZ",Public Radio,AZ,
9464,KUAT,90.50000000000003,"Tucson, AZ",Classical,AZ,
9465,KUAV,105.10000000000024,"Winterhaven, CA",Native American,CA,
9466,KUAZ,89.10000000000001,"Tucson, AZ",Public Radio,AZ,
9467,KUBB,96.30000000000011,"Mariposa, CA",Country,CA,
9468,KUBJ,89.70000000000002,"Brenham, TX",Christian Contemporary,TX,
9469,KUBL,93.30000000000007,"Salt Lake City, UT",Country,UT,
9470,KUBO,88.7,"Calexico, CA",Spanish,CA,
9471,KUBQ,98.70000000000014,"La Grande, OR",Country,OR,
9472,KUBS,91.50000000000004,"Newport, WA",Country,WA,
9473,KUBT,93.90000000000008,"Honolulu, HI",Hip-Hop,HI,
9474,KUBU,96.50000000000011,"Sacramento, CA",Variety,CA,
9475,KUBY,101.70000000000019,"Dillingham, AK",Religious,AK,
9476,KUCA,91.30000000000004,"Conway, AR",Top-40,AR,
9477,KUCB,89.70000000000002,"Unalaska, AK",Public Radio,AK,
9478,KUCC,88.1,"Clarkston, WA",Christian Contemporary,WA,
9479,KUCD,101.90000000000019,"Pearl City, HI",Asian,HI,
9480,KUCI,88.9,"Irvine, CA",College,CA,
9481,KUCO,90.10000000000002,"Edmond, OK",Classical,OK,
9482,KUCP,100.30000000000017,"Kent, WA",Ethnic,WA,
9483,KUCR,88.3,"Riverside, CA",Variety,CA,
9484,KUCV,91.10000000000004,"Lincoln, NE",Public Radio,NE,
9485,KUDA,89.90000000000002,"Bonneville, WY",Classic Hits,WY,
9486,KUDD,105.10000000000024,"American Fork, UT",Top-40,UT,
9487,KUDI,88.7,"Choteau, MT",Christian Contemporary,MT,
9488,KUDL,106.50000000000026,"Sacramento, CA",Top-40,CA,
9489,KUDO,102.1000000000002,"Harrison, AR",Religious,AR,
9490,KUDU,91.90000000000005,"Tok, AK",Religious,AK,
9491,KUDV,106.90000000000026,"Bloomfield, IA",Classic Hits,IA,
9492,KUEH,101.50000000000018,"Yselta del Sur Puebl, TX",Classic Hits,TX,
9493,KUER,90.10000000000002,"Salt Lake City, UT",Public Radio,UT,
9494,KUEU,90.50000000000003,"Logan, UT",Public Radio,UT,
9495,KUEZ,104.10000000000022,"Fallon, NV",Nostalgia,NV,
9496,KUFA,104.30000000000022,"Hebbronville, TX",Classic Country,TX,
9497,KUFB,88.9,"Browning, MT",Unknown Format,MT,
9498,KUFL,90.50000000000003,"Libby, MT",Public Radio,MT,
9499,KUFM,89.10000000000001,"Missoula, MT",Public Radio,MT,
9500,KUFN,91.90000000000005,"Hamilton, MT",Public Radio,MT,
9501,KUFR,91.70000000000005,"Salt Lake City, UT",Religious,UT,
9502,KUFW,106.30000000000025,"Kingsburg, CA",Regional Mexican,CA,
9503,KUFX,98.50000000000014,"San Jose, CA",Classic Rock,CA,
9504,KUGO,102.5000000000002,"Grand Canyon Village, AZ",Travelers' Information,AZ,
9505,KUGS,89.30000000000001,"Bellingham, WA",College,WA,
9506,KUHB,91.90000000000005,"Saint Paul, AK",Public Radio,AK,
9507,KUHC,91.50000000000004,"Stratford, TX",Religious,TX,
9508,KUHF,88.7,"Houston, TX",Public Radio,TX,
9509,KUHH,101.10000000000018,"Hilo, HI",College,HI,
9510,KUHM,91.70000000000005,"Helena, MT",Public Radio,MT,
9511,KUHN,88.9,"Golden Meadow, LA",Variety,LA,
9512,KUHS,102.5000000000002,"Hot Springs, AR",Variety,AR,
9513,KUHU,88.1,"Monticello, UT",Public Radio,UT,
9514,KUIC,95.3000000000001,"Vacaville, CA",Hot AC,CA,
9515,KUIM,96.10000000000011,"Bethel, AK",Religious,AK,
9516,KUIT,93.30000000000007,"Goodnews Bay, AK",Unknown Format,AK,
9517,KUJ,99.10000000000015,"Burbank, WA",Top-40,WA,
9518,KUJJ,95.5000000000001,"McCall, ID",Adult Contemporary,ID,
9519,KUJZ,95.3000000000001,"Creswell, OR",Sports,OR,
9520,KUKA,105.90000000000025,"Driscoll, TX",Classic Country,TX,
9521,KUKE,101.30000000000018,"Kula, HI",Religious,HI,
9522,KUKI,103.30000000000021,"Ukiah, CA",Country,CA,
9523,KUKL,90.10000000000002,"Kalispell, MT",Public Radio,MT,
9524,KUKN,105.50000000000024,"Longview, WA",Country,WA,
9525,KUKU,100.30000000000017,"Willow Springs, MO",Classic Country,MO,
9526,KUKV,90.90000000000003,"Vernal, UT",Christian Contemporary,UT,
9527,KUKY,95.9000000000001,"Wellton, AZ",Regional Mexican,AZ,
9528,KULA,95.1000000000001,"Ili'ili, AS",Public Radio,AS,
9529,KULD,92.10000000000005,"Laredo, TX",Spanish Christian,TX,
9530,KULH,105.90000000000025,"Wheeling, MO",Christian Contemporary,MO,
9531,KULL,100.70000000000017,"Abilene, TX",Classic Hits,TX,
9532,KULM,98.30000000000014,"Columbus, TX",Country,TX,
9533,KULO,94.30000000000008,"Alexandria, MN",Classic Hits,MN,
9534,KULV,97.10000000000012,"Ukiah, CA",Christian Contemporary,CA,
9535,KUMA,92.10000000000005,"Pilot Rock, OR",Classic Hits,OR,
9536,KUMD,90.90000000000003,"Deer Lodge, MT",Public Radio,MT,
9537,KUMM,89.70000000000002,"Morris, MN",Alternative,MN,
9538,KUMP,107.90000000000028,"Days Creek, OR",Religious,OR,
9539,KUMR,104.50000000000023,"Doolittle, MO",Classic Hits,MO,
9540,KUMS,89.70000000000002,"White Sulphur Springs, MT",Public Radio,MT,
9541,KUMT,107.90000000000028,"Randolph, UT",Talk,UT,
9542,KUMU,94.70000000000009,"Honolulu, HI",Rhythmic Oldies,HI,
9543,KUMW,91.70000000000005,"Dillon, MT",Public Radio,MT,
9544,KUMX,106.70000000000026,"North Fort Johnson, LA",Adult Contemporary,LA,
9545,KUNA,96.70000000000012,"La Quinta, CA",Regional Mexican,CA,
9546,KUNC,91.50000000000004,"Greeley, CO",Public Radio,CO,
9547,KUND,89.30000000000001,"Grand Forks, ND",Public Radio,ND,
9548,KUNI,90.90000000000003,"Cedar Falls, IA",Public Radio,IA,
9549,KUNM,89.90000000000002,"Albuquerque, NM",Public Radio,NM,
9550,KUNQ,99.30000000000015,"Houston, MO",Country,MO,
9551,KUNR,88.7,"Reno, NV",Public Radio,NV,
9552,KUNV,91.50000000000004,"Las Vegas, NV",Smooth Jazz,NV,
9553,KUNY,99.50000000000016,"Paragonah, UT",Unknown Format,UT,
9554,KUOI,89.30000000000001,"Moscow, ID",College,ID,
9555,KUOL,94.50000000000009,"Elko, NV",Classic Hits,NV,
9556,KUOM,106.50000000000026,"Saint Louis Park, MN",College,MN,
9557,KUOO,103.90000000000022,"Spirit Lake, IA",Adult Contemporary,IA,
9558,KUOP,91.30000000000004,"Stockton, CA",Public Radio,CA,
9559,KUOR,89.10000000000001,"Redlands, CA",Public Radio,CA,
9560,KUOS,92.10000000000005,"Sedona, AZ",Variety,AZ,
9561,KUOU,89.30000000000001,"Roosevelt, UT",Public Radio,UT,
9562,KUOW,94.90000000000009,"Seattle, WA",Public Radio,WA,
9563,KUOZ,100.50000000000017,"Clarksville, AR",College,AR,
9564,KUPD,97.90000000000013,"Tempe, AZ",Rock,AZ,
9565,KUPH,96.90000000000012,"Mountain View, MO",Adult Contemporary,MO,
9566,KUPI,99.10000000000015,"Rexburg, ID",Country,ID,
9567,KUPL,98.70000000000014,"Portland, OR",Country,OR,
9568,KUPO,105.50000000000024,"Port Orford, OR",Oldies,OR,
9569,KUPR,99.90000000000016,"Placitas, NM",Variety,NM,
9570,KUPS,90.10000000000002,"Tacoma, WA",College,WA,
9571,KUPV,100.50000000000017,"Santa Rosa, CA",Religious,CA,
9572,KUPY,99.90000000000016,"Sugar City, ID",News/Talk,ID,
9573,KUQL,98.30000000000014,"Ethan, SD",Classic Hits,SD,
9574,KUQQ,102.1000000000002,"Milford, IA",Classic Rock,IA,
9575,KUQU,93.90000000000008,"Enoch, UT",Public Radio,UT,
9576,KURA,98.90000000000015,"Ouray, CO",Grade School (K-12),CO,
9577,KURB,98.50000000000014,"Little Rock, AR",Adult Contemporary,AR,
9578,KURC,95.7000000000001,"Bastrop, LA",Religious,LA,
9579,KURE,88.5,"Ames, IA",College,IA,
9580,KURL,93.30000000000007,"Billings, MT",Religious,MT,
9581,KURR,103.10000000000021,"Hildale, UT",Top-40,UT,
9582,KURT,93.70000000000007,"Prineville, OR",Religious,OR,
9583,KURU,89.10000000000001,"Silver City, NM",Variety,NM,
9584,KURY,95.3000000000001,"Brookings, OR",Classic Hits,OR,
9585,KUSB,103.30000000000021,"Hazelton, ND",Country,ND,
9586,KUSC,91.50000000000004,"Los Angeles, CA",Classical,CA,
9587,KUSD,89.70000000000002,"Vermillion, SD",Public Radio,SD,
9588,KUSJ,105.50000000000024,"Harker Heights, TX",Country,TX,
9589,KUSK,88.5,"Vernal, UT",Public Radio,UT,
9590,KUSL,89.30000000000001,"Richfield, UT",Public Radio,UT,
9591,KUSN,98.10000000000014,"Dearing, KS",Country,KS,
9592,KUSO,92.70000000000006,"Albion, NE",Country,NE,
9593,KUSQ,95.1000000000001,"Worthington, MN",Country,MN,
9594,KUSR,89.50000000000001,"Logan, UT",Public Radio,UT,
9595,KUST,88.7,"Moab, UT",Public Radio,UT,
9596,KUSU,91.50000000000004,"Logan, UT",Public Radio,UT,
9597,KUSW,88.1,"Flora Vista, NM",Public Radio,NM,
9598,KUT,90.50000000000003,"Austin, TX",Public Radio,TX,
9599,KUTC,95.7000000000001,"Gunnison, UT",Classic Rock,UT,
9600,KUTE,90.10000000000002,"Ignacio, CO",Public Radio,CO,
9601,KUTM,92.70000000000006,"Kerman, CA",Regional Mexican,CA,
9602,KUTN,96.70000000000012,"Levan, UT",Oldies,UT,
9603,KUTQ,102.3000000000002,"La Verkin, UT",Country,UT,
9604,KUTT,99.50000000000016,"Fairbury, NE",Country,NE,
9605,KUTU,91.30000000000004,"Santa Clara, UT",College,UT,
9606,KUTX,98.90000000000015,"Leander, TX",Adult Album Alternative,TX,
9607,KUTZ,103.10000000000021,"Sacramento, CA",Variety,CA,
9608,KUUB,88.3,"Salt Lake City, UT",Public Radio,UT,
9609,KUUK,91.90000000000005,"Noatak, AK",Public Radio,AK,
9610,KUUL,101.30000000000018,"East Moline, IL",Top-40,IL,
9611,KUUT,89.70000000000002,"Farmington, NM",Native American,NM,
9612,KUUU,92.50000000000006,"South Jordan, UT",Urban Contemporary,UT,
9613,KUUZ,95.9000000000001,"Lake Village, AR",Religious,AR,
9614,KUVA,102.3000000000002,"Uvalde, TX",Tejano,TX,
9615,KUVB,103.30000000000021,"Leavenworth, WA",Religious,WA,
9616,KUVG,91.50000000000004,"Knippa, TX",Unknown Format,TX,
9617,KUVO,89.30000000000001,"Denver, CO",Jazz,CO,
9618,KUWA,91.30000000000004,"Afton, WY",Public Radio,WY,
9619,KUWC,91.30000000000004,"Casper, WY",Public Radio,WY,
9620,KUWD,91.50000000000004,"Sundance, WY",Public Radio,WY,
9621,KUWE,89.70000000000002,"Evanston, WY",Public Radio,WY,
9622,KUWG,90.90000000000003,"Gillette, WY",Public Radio,WY,
9623,KUWI,89.90000000000002,"Rawlins, WY",Public Radio,WY,
9624,KUWJ,90.30000000000003,"Jackson, WY",Public Radio,WY,
9625,KUWK,88.7,"Kaycee, WY",Public Radio,WY,
9626,KUWL,90.10000000000002,"Laramie, WY",Jazz,WY,
9627,KUWN,90.50000000000003,"Newcastle, WY",Public Radio,WY,
9628,KUWO,90.10000000000002,"Ranchester, WY",Unknown Format,WY,
9629,KUWP,90.10000000000002,"Powell, WY",Public Radio,WY,
9630,KUWR,91.90000000000005,"Laramie, WY",Public Radio,WY,
